county_fips,rfc_per_1000_hhs,pcat_10x1
08083,3,1
08085,4,2
08087,4,2
08089,3,3
08091,4,1
08093,5,2
08095,4,3
08097,5,5
08099,3,2
08101,4,3
08103,4,1
08105,3,1
08107,5,4
08109,3,2
08111,5,0
08113,5,3
08115,4,1
08117,5,5
08119,5,2
08121,3,1
08123,5,3
08125,3,1
09001,5,5
09003,5,4
09005,5,4
09007,5,4
09009,5,4
09011,5,4
09013,5,4
09015,4,4
10001,5,4
10003,5,5
10005,5,5
11001,5,4
12001,5,4
12003,4,2
12005,5,4
12007,4,1
12009,5,5
12011,5,4
12013,3,1
12015,5,4
12017,5,4
12019,5,4
12021,5,5
12023,3,3
12027,4,1
12029,3,2
12031,5,4
12033,5,4
12035,5,5
12037,5,3
12039,3,2
12041,3,1
12043,4,1
12045,5,3
12047,3,1
12049,4,1
12051,4,2
12053,5,4
12055,4,2
12057,5,5
12059,4,1
12061,5,4
12063,4,2
12065,3,1
12067,3,1
12069,5,3
12071,5,4
12073,5,3
12075,3,1
12077,3,1
12079,3,1
12081,5,5
12083,5,3
12085,5,4
12086,5,4
12087,5,5
12089,5,4
12091,5,4
12093,4,2
12095,5,5
12097,5,5
12099,5,4
12101,5,5
12103,5,5
12105,5,4
12107,4,2
12109,5,5
12111,5,4
12113,5,4
12115,5,5
12117,5,5
12119,5,4
12121,4,1
12123,4,2
12125,3,1
12127,5,4
12129,4,2
12131,5,5
12133,3,2
13001,3,1
13003,3,2
13005,3,1
13007,1,1
13009,4,2
13011,3,1
13013,5,3
13015,4,3
13017,3,2
13019,3,1
13021,4,3
13023,3,2
13025,3,2
13027,3,1
13029,5,4
13031,4,2
13033,3,2
13035,4,2
13037,3,1
13039,5,3
13043,3,3
13045,4,3
13047,4,4
13049,3,1
13051,5,4
13053,3,3
13055,3,2
13057,5,4
13059,5,4
13061,2,1
13063,4,4
13065,2,1
13067,5,4
13069,3,2
13071,3,1
13073,5,4
13075,3,1
13077,5,4
13079,4,1
13081,3,2
13083,3,3
13085,5,1
13087,3,2
13089,5,4
13091,3,1
13093,2,1
13095,3,3
13097,5,4
13099,3,1
13101,2,1
13103,5,3
13105,3,1
13107,3,2
13109,3,2
13111,5,2
13113,5,4
13115,4,3
13117,5,5
13119,3,1
13121,5,4
13123,5,4
13125,3,1
13127,5,4
13129,4,3
13131,3,1
13133,4,3
13135,5,4
13137,4,1
13139,4,4
13141,3,2
13143,3,2
13145,4,3
13147,4,1
13149,3,2
13151,5,4
13153,5,3
13155,3,1
13157,4,1
13159,3,2
13161,3,2
13163,2,1
13165,2,2
13167,2,2
13169,4,2
13171,4,2
13173,2,1
13175,4,2
13177,5,3
13179,5,3
13181,3,1
13183,3,2
13185,4,2
13187,4,1
13189,3,2
13191,4,1
13193,2,1
13195,4,2
13197,3,1
13199,3,2
13201,2,1
13205,3,2
13207,4,1
13209,3,1
13211,4,2
13213,4,2
13215,4,3
13217,5,4
13219,5,4
13221,3,1
13223,5,4
13225,4,2
13227,5,3
13229,3,1
13231,4,1
13233,4,3
13235,3,1
13237,4,3
13239,3,2
13241,5,1
13243,3,1
13245,4,3
13247,5,4
13249,3,1
13251,3,3
13253,3,1
13255,4,3
13257,4,1
13259,2,1
13261,3,2
13263,3,1
13265,2,1
13267,3,1
13269,3,1
13271,2,1
13273,3,1
13275,4,2
13277,4,2
13279,3,2
13281,5,2
13283,2,1
13285,4,3
13287,3,1
13289,3,1
13291,5,2
13293,4,3
13295,4,3
13297,4,3
13299,3,3
13301,2,1
13303,3,2
13305,3,2
13307,2,1
13309,2,1
13311,3,1
13313,4,3
13315,2,1
13317,3,1
13319,3,1
13321,3,2
15001,4,4
15003,5,5
15005,0,0
15007,5,5
15009,5,5
16001,5,3
16003,5,1
16005,4,3
16007,4,1
16009,3,1
16011,4,2
16013,5,3
16015,5,1
16017,4,2
16019,5,3
16021,4,1
16023,4,1
16025,4,1
16027,4,2
16029,3,1
16031,4,1
16033,4,0
16035,3,2
16037,5,1
16039,4,2
16041,4,2
16043,4,2
16045,4,1
16047,4,1
16049,3,1
16051,4,2
16053,4,2
16055,4,3
16057,4,2
16059,4,1
16061,3,1
16063,4,1
16065,3,2
16067,4,2
16069,4,3
16071,4,1
16073,3,1
16075,4,1
16077,4,1
16079,4,2
16081,4,3
16083,4,2
16085,5,3
16087,3,1
17001,4,3
17003,2,1
17005,4,2
17007,5,3
17009,4,2
17011,4,3
17013,4,1
17015,4,2
17017,4,3
17019,4,4
17021,4,2
17023,3,2
17025,4,2
17027,4,3
17029,4,2
17031,4,4
17033,4,2
17035,3,2
17037,5,4
17039,2,2
17041,4,2
17043,5,4
17045,3,2
17047,4,2
17049,4,2
17051,3,2
17053,4,2
17055,3,2
17057,3,2
17059,3,2
17061,3,2
17063,4,3
17065,3,1
17067,4,2
17069,3,2
17071,3,2
17073,4,3
17075,4,2
17077,4,2
17079,4,2
17081,3,3
17083,4,1
17085,4,2
17087,3,1
17089,5,4
17091,4,3
17093,5,4
17095,4,3
17097,5,4
17099,4,3
17101,4,3
17103,4,3
17105,4,2
17107,4,3
17109,4,3
17111,5,4
17113,5,3
17115,4,3
17117,4,2
17119,4,4
17121,4,3
17123,4,2
17125,3,2
17127,3,2
17129,4,3
17131,4,2
17133,5,3
17135,4,2
17137,4,3
17139,4,2
17141,4,3
17143,4,3
17145,3,2
17147,4,3
17149,4,2
17151,3,2
17153,3,1
17155,4,2
17157,4,2
17159,4,2
17161,4,3
17163,4,3
17165,3,2
17167,4,3
17169,4,2
17171,5,3
17173,3,1
17175,3,2
17177,4,3
17179,4,3
17181,3,2
17183,4,3
17185,4,2
17187,3,1
17189,4,2
17191,3,2
17193,3,2
17195,4,3
17197,5,4
17199,4,2
17201,4,3
17203,4,3
18001,4,2
18003,4,4
18005,4,3
18007,4,2
18009,3,2
18011,5,4
18013,3,2
18015,4,2
18017,4,2
18019,5,4
18021,4,2
18023,4,2
18025,3,1
18027,3,2
18029,5,3
18031,4,2
18033,4,2
18035,4,3
18037,4,2
18039,4,3
18041,4,3
18043,5,4
18045,3,2
18047,3,2
18049,4,2
18051,4,2
18053,4,3
18055,3,2
18057,5,5
18059,5,4
18061,3,2
18063,5,4
18065,4,3
18067,4,3
18069,4,3
18071,4,3
18073,4,2
18075,3,2
18077,4,3
18079,4,2
18081,5,4
18083,4,3
18085,4,2
18087,3,1
18089,4,3
18091,4,3
18093,3,3
18095,4,3
18097,4,4
18099,4,2
18101,3,2
18103,4,3
18105,4,4
18107,4,3
18109,4,3
18111,4,2
18113,4,2
18115,4,1
18117,3,2
18119,3,2
18121,4,2
18123,4,2
18125,3,2
18127,5,4
18129,3,2
18131,3,1
18133,4,3
18135,3,2
18137,3,2
18139,3,2
18141,4,3
18143,4,2
18145,4,2
18147,3,2
18149,4,2
18151,4,2
18153,4,2
18155,3,1
18157,4,4
18159,4,2
18161,3,1
18163,4,3
18165,4,3
18167,4,3
18169,4,2
18171,3,2
18173,4,3
18175,4,2
18177,4,2
18179,4,2
18181,4,3
18183,4,1
19001,3,1
19003,4,2
19005,4,2
19007,3,2
19009,3,1
19011,4,2
19013,4,3
19015,4,2
19017,4,2
19019,4,2
19021,4,3
19023,4,2
19025,4,2
19027,4,2
19029,4,2
19031,4,2
19033,4,2
19035,4,2
19037,3,1
19039,4,2
19041,4,3
19043,4,2
19045,4,2
19047,4,1
19049,5,3
19051,4,2
19053,4,2
19055,3,1
19057,4,3
19059,5,3
19061,4,3
19063,4,2
19065,4,2
19067,4,2
19069,4,2
19071,3,1
19073,4,1
19075,4,3
19077,4,2
19079,4,2
19081,4,2
19083,4,2
19085,3,1
19087,4,2
19089,4,2
19091,4,2
19093,3,1
19095,4,2
19097,4,2
19099,4,2
19101,3,2
19103,5,3
19105,4,2
19107,3,1
19109,4,1
19111,4,2
19113,5,3
19115,4,1
19117,3,2
19119,4,3
19121,4,2
19123,4,3
19125,4,2
19127,4,2
19129,4,2
19131,4,2
19133,3,2
19135,3,2
19137,4,3
19139,4,2
19141,4,1
19143,4,1
19145,4,2
19147,4,2
19149,4,2
19151,4,2
19153,5,3
19155,4,3
19157,4,2
19159,3,2
19161,4,2
19163,5,3
19165,4,1
19167,4,2
19169,4,2
19171,4,2
19173,3,2
19175,4,2
19177,3,1
19179,4,3
19181,4,2
19183,4,2
19185,3,1
19187,4,2
19189,4,2
19191,4,2
19193,4,2
19195,4,2
19197,4,2
20001,4,2
20003,3,1
20005,4,2
20007,4,1
20009,3,2
20011,4,2
20013,4,1
20015,4,3
20017,3,1
20019,3,2
20021,3,2
20023,3,0
20025,3,1
20027,4,3
20029,3,2
20031,4,2
20033,4,1
20035,4,3
20037,4,3
20039,4,1
20041,4,2
20043,3,1
20045,5,4
20047,4,2
20049,3,3
20051,5,3
20053,3,1
20055,4,3
20057,4,3
20059,4,2
20061,5,3
20063,4,2
20065,4,3
20067,4,4
20069,3,1
20071,5,2
20073,3,2
20075,4,3
20077,4,1
20079,4,3
20081,4,3
20083,3,1
20085,4,1
20087,4,1
20089,4,3
20091,5,5
20093,4,4
20095,4,2
20097,4,1
20099,4,2
20101,4,1
20103,4,3
20105,3,1
20107,3,2
20109,4,2
20111,4,3
20113,4,2
20115,4,1
20117,4,2
20119,3,1
20121,4,2
20123,3,2
20125,3,2
20127,4,2
20129,4,3
20131,4,1
20133,3,2
20135,4,1
20137,4,3
20139,4,1
20141,4,2
20143,4,2
20145,4,2
20147,4,2
20149,5,4
20151,4,3
20153,3,1
20155,4,3
20157,4,2
20159,4,2
20161,5,4
20163,5,3
20165,4,1
20167,4,2
20169,4,3
20171,4,1
20173,4,4
20175,3,2
20177,4,3
20179,5,2
20181,4,2
20183,5,3
20185,3,1
20187,4,4
20189,4,4
20191,4,1
20193,4,2
20195,5,2
20197,4,1
20199,4,1
20201,4,2
20203,4,1
20205,3,1
20207,3,2
20209,4,3
21001,3,1
21003,3,1
21005,4,3
21007,4,2
21009,4,2
21011,3,1
21013,2,2
21015,5,4
21017,3,2
21019,4,3
21021,4,3
21023,3,1
21025,3,1
21027,4,2
21029,5,3
21031,3,1
21033,3,2
21035,5,3
21037,4,4
21039,3,2
21041,3,2
21043,4,1
21045,3,1
21047,4,3
21049,4,2
21051,3,1
21053,3,1
21055,3,2
21057,4,1
21059,4,3
21061,3,1
21063,3,2
21065,4,1
21067,4,4
21069,3,1
21071,4,2
21073,4,3
21075,3,2
21077,3,1
21079,4,1
21081,4,3
21083,4,2
21085,3,1
21087,3,1
21089,4,2
21091,4,1
21093,4,3
21095,3,2
21097,3,2
21099,4,1
21101,4,3
21103,3,2
21105,3,1
21107,4,2
21109,3,3
21111,5,4
21113,4,2
21115,4,2
21117,5,4
21119,4,1
21121,3,1
21123,4,1
21125,4,2
21127,4,2
21129,3,2
21131,4,1
21133,3,1
21135,3,1
21137,3,1
21139,3,1
21141,3,2
21143,3,1
21145,4,3
21147,3,2
21149,4,2
21151,4,3
21153,4,1
21155,3,1
21157,4,3
21159,3,3
21161,4,2
21163,4,2
21165,4,2
21167,3,2
21169,4,1
21171,4,1
21173,3,2
21175,4,2
21177,4,2
21179,2,1
21181,3,2
21183,4,2
21185,5,4
21187,3,2
21189,3,3
21191,2,2
21193,4,1
21195,4,2
21197,3,2
21199,4,2
21201,2,1
21203,3,1
21205,4,2
21207,3,1
21209,4,3
21211,4,3
21213,4,2
21215,4,3
21217,4,2
21219,3,2
21221,4,2
21223,3,2
21225,4,2
21227,4,3
21229,3,1
21231,3,1
21233,3,2
21235,4,3
21237,4,2
21239,4,2
22001,3,2
22003,3,1
22005,5,4
22007,4,3
22009,3,1
22011,3,2
22013,3,1
22015,4,3
22017,4,3
22019,4,3
22021,2,1
22023,4,3
22025,2,1
22027,3,2
22029,3,1
22031,3,2
22033,4,4
22035,2,1
22037,3,2
22039,3,1
22041,2,1
22043,3,2
22045,4,3
22047,4,3
22049,3,1
22051,4,4
22053,4,2
22055,5,4
22057,4,4
22059,3,1
22061,4,3
22063,5,4
22065,3,2
22067,3,2
22069,4,3
22071,4,3
22073,4,3
22075,4,3
22077,3,2
22079,4,3
22081,2,1
22083,3,2
22085,3,2
22087,4,3
22089,4,4
22091,2,1
22093,4,3
22095,4,3
22097,3,2
22099,4,3
22101,3,2
22103,5,4
22105,4,3
22107,3,1
22109,4,4
22111,3,1
22113,4,2
22115,4,3
22117,3,1
22119,3,2
22121,4,3
22123,2,1
22125,3,1
22127,3,2
23001,4,3
23003,3,2
23005,5,4
23007,5,2
23009,5,3
23011,4,3
23013,5,3
23015,5,3
23017,5,3
23019,4,3
23021,4,2
23023,5,3
23025,4,2
23027,4,2
23029,4,2
23031,5,4
24001,4,3
24003,5,5
24005,5,5
24009,5,4
24011,3,3
24013,4,4
24015,4,4
24017,5,5
24019,3,2
24021,5,4
24023,4,3
24025,5,4
24027,5,5
24029,4,3
24031,5,5
24033,5,5
24035,5,3
24037,5,4
24039,3,2
24041,4,3
24043,4,3
24045,4,4
24047,5,5
24510,4,3
25001,5,5
25003,5,3
25005,5,4
25007,5,5
25009,5,5
25011,4,3
25013,4,4
25015,5,4
25017,5,5
25019,5,5
25021,5,5
25023,5,5
25025,5,4
25027,5,4
26001,4,3
26003,4,2
26005,4,3
26007,4,3
26009,5,4
26011,4,3
26013,4,2
26015,4,2
26017,4,4
26019,5,4
26021,4,3
26023,4,2
26025,4,3
26027,4,3
26029,5,4
26031,4,3
26033,4,3
26035,3,3
26037,4,3
26039,4,3
26041,4,3
26043,3,3
26045,4,3
26047,5,4
26049,4,3
26051,3,2
26053,4,3
26055,5,5
26057,3,2
26059,4,2
26061,4,3
26063,4,3
26065,4,3
26067,3,2
26069,4,4
26071,4,2
26073,3,3
26075,4,3
26077,4,4
26079,3,2
26081,4,4
26083,4,2
26085,3,1
26087,4,3
26089,5,4
26091,4,3
26093,5,4
26095,4,2
26097,4,2
26099,5,4
26101,4,3
26103,4,3
26105,4,3
26107,4,3
26109,3,3
26111,4,4
26113,3,2
26115,4,3
26117,4,2
26119,3,1
26121,4,3
26123,3,2
26125,5,4
26127,4,2
26129,4,3
26131,3,2
26133,3,2
26135,3,1
26137,4,3
26139,5,4
26141,3,2
26143,4,4
26145,4,3
26147,4,3
26149,3,3
26151,4,2
26153,4,2
26155,4,2
26157,4,2
26159,4,2
26161,5,4
26163,4,3
26165,4,3
27001,4,1
27003,5,3
27005,4,1
27007,4,3
27009,4,3
27011,4,3
27013,3,3
27015,4,2
27017,4,2
27019,5,3
27021,4,2
27023,4,3
27025,4,2
27027,5,4
27029,4,2
27031,5,4
27033,4,2
27035,5,3
27037,5,4
27039,4,3
27041,4,2
27043,4,2
27045,4,2
27047,4,3
27049,4,2
27051,4,1
27053,5,4
27055,4,2
27057,4,3
27059,4,2
27061,4,3
27063,4,2
27065,3,1
27067,4,3
27069,4,1
27071,4,2
27073,4,3
27075,4,2
27077,5,1
27079,4,2
27081,4,2
27083,4,3
27085,4,2
27087,3,1
27089,4,1
27091,4,2
27093,4,2
27095,4,2
27097,4,2
27099,4,3
27101,4,2
27103,4,2
27105,4,3
27107,4,1
27109,5,4
27111,4,1
27113,5,1
27115,3,2
27117,4,3
27119,4,3
27121,4,2
27123,4,3
27125,4,1
27127,4,1
27129,4,2
27131,4,3
27133,4,3
27135,4,1
27137,4,3
27139,5,4
27141,5,3
27143,4,2
27145,4,3
27147,4,3
27149,4,3
27151,4,3
27153,3,1
27155,4,1
27157,4,2
27159,4,3
27161,5,2
27163,5,4
27165,3,2
27167,4,3
27169,3,2
27171,5,3
27173,4,1
28001,3,2
28003,3,2
28005,2,1
28007,3,1
28009,3,1
28011,3,2
28013,3,1
28015,2,1
28017,2,1
28019,2,1
28021,2,2
28023,3,1
28025,3,2
28027,3,2
28029,3,2
28031,2,1
28033,4,3
28035,4,3
28037,1,1
28039,3,1
28041,2,1
28043,3,2
28045,4,3
28047,4,3
28049,4,3
28051,3,2
28053,2,1
28055,1,1
28057,3,1
28059,4,3
28061,2,1
28063,2,1
28065,2,1
28067,3,2
28069,2,1
28071,4,2
28073,4,3
28075,3,2
28077,2,2
28079,2,1
28081,3,2
28083,3,2
28085,3,2
28087,3,2
28089,4,3
28091,2,1
28093,3,1
28095,3,1
28097,3,2
28099,2,1
28101,3,1
28103,2,1
28105,3,1
28107,3,2
28109,4,2
28111,2,1
28113,3,2
28115,2,1
28117,2,1
28119,2,1
28121,4,3
28123,3,1
28125,2,1
28127,3,1
28129,2,1
28131,3,1
28133,3,2
28135,2,1
28137,3,2
28139,3,1
28141,3,1
28143,2,2
28145,3,1
28147,2,2
28149,4,3
28151,3,2
28153,2,1
28155,2,1
28157,3,1
28159,2,1
28161,3,1
28163,3,2
29001,4,3
29003,4,3
29005,4,1
29007,4,2
29009,3,1
29011,3,1
29013,3,1
29015,3,1
29017,2,2
29019,4,2
29021,4,3
29023,3,2
29025,3,1
29027,4,2
29029,5,4
29031,4,3
29033,3,2
29035,3,1
29037,4,3
29039,3,1
29041,4,2
29043,4,3
29045,3,1
29047,5,4
29049,4,1
29051,4,2
29053,4,2
29055,4,2
29057,3,1
29059,3,1
29061,3,1
29063,4,2
29065,4,2
29067,2,1
29069,3,2
29071,4,3
29073,3,1
29075,4,2
29077,4,3
29079,4,2
29081,4,1
29083,3,2
29085,3,1
29087,4,1
29089,3,2
29091,4,1
29093,3,2
29095,5,4
29097,3,3
29099,4,4
29101,4,3
29103,3,1
29105,3,2
29107,4,1
29109,3,2
29111,3,1
29113,4,2
29115,4,2
29117,4,2
29119,3,1
29121,4,2
29123,3,2
29125,2,1
29127,4,3
29129,4,1
29131,3,2
29133,3,2
29135,4,2
29137,3,2
29139,4,2
29141,4,3
29143,3,2
29145,3,2
29147,4,3
29149,3,1
29151,4,1
29153,2,1
29155,3,2
29157,3,2
29159,4,3
29161,4,3
29163,3,2
29165,5,4
29167,3,1
29169,5,2
29171,4,1
29173,4,3
29175,4,3
29177,4,2
29179,3,1
29181,3,1
29183,5,4
29185,2,1
29186,3,2
29187,3,3
29189,5,4
29195,3,2
29197,3,1
29199,3,1
29201,4,3
29203,3,1
29205,4,2
29207,3,2
29209,4,2
29211,3,1
29213,4,3
29215,3,1
29217,3,2
29219,4,2
29221,3,1
29223,3,1
29225,3,2
29227,4,1
29229,3,1
29510,4,3
30001,4,2
30003,3,1
30005,4,1
30007,3,1
30009,4,1
30011,5,1
30013,4,3
30015,4,1
30017,4,1
30019,4,2
30021,4,1
30023,3,2
30025,5,1
30027,4,1
30029,5,3
30031,5,3
30033,5,1
30035,3,2
30037,5,1
30039,3,1
30041,4,3
30043,4,1
30045,4,1
30047,4,1
30049,5,3
30051,3,1
30053,4,1
30055,4,1
30057,5,1
30059,4,1
30061,3,1
30063,5,3
30065,4,1
30067,5,2
30069,4,1
30071,4,1
30073,3,2
30075,4,1
30077,4,2
30079,4,1
30081,4,1
30083,5,1
30085,4,1
30087,4,1
30089,4,1
30091,4,1
30093,4,3
30095,4,2
30097,5,2
30099,4,1
30101,4,2
30103,4,1
30105,4,1
30107,3,1
30109,4,1
30111,4,4
31001,4,3
31003,3,1
31005,4,1
31007,3,1
31009,4,1
31011,4,1
31013,4,3
31015,4,1
31017,4,1
31019,4,3
31021,4,1
31023,3,1
31025,4,1
31027,4,2
31029,3,2
31031,3,1
31033,4,2
31035,4,1
31037,4,1
31039,4,1
31041,4,1
31043,4,2
31045,4,2
31047,4,3
31049,4,1
31051,4,1
31053,4,2
31055,5,4
31057,3,1
31059,4,1
31061,3,2
31063,3,1
31065,4,1
31067,4,2
31069,4,1
31071,3,1
31073,4,1
31075,4,1
31077,3,1
31079,4,3
31081,4,1
31083,4,1
31085,2,1
31087,3,2
31089,3,1
31091,4,1
31093,3,2
31095,4,1
31097,3,1
31099,4,2
31101,4,3
31103,4,1
31105,3,2
31107,3,1
31109,4,3
31111,4,3
31113,3,2
31115,4,1
31117,3,2
31119,3,2
31121,4,1
31123,3,2
31125,3,1
31127,3,2
31129,4,1
31131,4,2
31133,3,1
31135,3,2
31137,4,2
31139,4,2
31141,4,3
31143,3,1
31145,3,1
31147,4,2
31149,3,1
31151,4,1
31153,5,4
31155,4,2
31157,4,3
31159,4,2
31161,3,1
31163,3,1
31165,3,1
31167,3,2
31169,4,1
31171,4,1
31173,3,1
31175,3,2
31177,4,1
31179,4,2
31181,4,2
31183,3,1
31185,4,2
32001,4,3
32003,5,4
32005,5,4
32007,4,2
32009,3,1
32011,2,1
32013,4,1
32015,4,1
32017,4,1
32019,4,3
32021,3,2
32023,4,1
32027,2,1
32029,3,2
32031,5,4
32033,3,1
32510,4,4
33001,5,4
33003,5,4
33005,5,3
33007,4,2
33009,5,4
33011,5,4
33013,5,4
33015,5,5
33017,5,4
33019,5,3
34001,5,4
34003,5,5
34005,5,5
34007,5,4
34009,5,5
34011,4,4
34013,5,4
34015,5,5
34017,5,5
34019,5,4
34021,5,5
34023,5,5
34025,5,5
34027,5,5
34029,5,5
34031,5,5
34033,4,4
34035,5,5
34037,5,3
34039,5,4
34041,4,3
35001,4,3
35003,5,1
35005,4,2
35006,3,1
35007,4,1
35009,4,3
35011,4,1
35013,4,2
35015,4,3
35017,4,1
35019,3,1
35021,4,1
35023,3,1
35025,4,2
35027,5,3
35028,5,3
35029,3,1
35031,3,1
35033,3,1
35035,4,2
35037,4,1
35039,3,1
35041,4,2
35043,5,2
35045,4,2
35047,3,1
35049,4,2
35051,3,1
35053,4,1
35055,4,1
35057,4,1
35059,3,1
35061,4,2
36001,5,4
36003,3,3
36005,4,4
36007,4,4
36009,3,3
36011,4,3
36013,4,3
36015,4,4
36017,4,3
36019,4,3
36021,4,2
36023,4,3
36025,4,3
36027,5,5
36029,4,4
36031,5,3
36033,4,3
36035,4,3
36037,4,3
36039,5,2
36041,5,2
36043,4,3
36045,4,3
36047,4,4
36049,3,2
36051,4,3
36053,5,5
36055,5,4
36057,4,3
36059,5,5
36061,5,5
36063,4,3
36065,5,4
36067,5,4
36069,4,3
36071,5,4
36073,4,4
36075,5,4
36077,4,3
36079,5,5
36081,5,4
36083,5,4
36085,4,4
36087,5,5
36089,4,3
36091,5,5
36093,5,5
36095,4,3
36097,4,3
36099,4,3
36101,4,3
36103,5,5
36105,4,3
36107,4,3
36109,4,4
36111,5,4
36113,5,4
36115,4,3
36117,4,4
36119,5,5
36121,4,3
36123,4,2
37001,4,3
37003,4,2
37005,4,2
37007,3,1
37009,4,2
37011,5,4
37013,4,3
37015,3,1
37017,3,2
37019,5,4
37021,5,4
37023,4,3
37025,5,3
37027,4,3
37029,4,2
37031,5,5
37033,3,1
37035,4,3
37037,4,2
37039,5,2
37041,4,2
37043,5,2
37045,4,3
37047,3,2
37049,4,3
37051,5,4
37053,5,3
37055,5,5
37057,4,3
37059,4,2
37061,3,2
37063,4,4
37065,3,2
37067,4,4
37069,4,2
37071,4,4
37073,4,1
37075,4,1
37077,4,3
37079,3,1
37081,5,4
37083,3,2
37085,4,2
37087,4,3
37089,4,3
37091,3,2
37093,4,3
37095,4,1
37097,5,4
37099,4,2
37101,5,3
37103,3,1
37105,4,2
37107,3,2
37109,4,3
37111,4,3
37113,5,2
37115,4,2
37117,3,2
37119,5,4
37121,4,2
37123,3,1
37125,5,3
37127,4,2
37129,5,5
37131,3,1
37133,5,4
37135,5,4
37137,4,2
37139,4,3
37141,5,4
37143,4,2
37145,4,2
37147,4,3
37149,4,1
37151,4,3
37153,3,3
37155,3,2
37157,4,3
37159,4,3
37161,3,2
37163,3,1
37165,4,2
37167,4,2
37169,4,2
37171,4,2
37173,4,2
37175,4,1
37177,3,1
37179,5,4
37181,4,2
37183,5,4
37185,4,1
37187,3,2
37189,5,4
37191,4,3
37193,4,3
37195,4,3
37197,4,2
37199,4,2
38001,5,4
38003,4,3
