county_fips,rfc_per_1000_hhs,pcat_10x1
38005,3,2
38007,4,1
38009,5,3
38011,5,4
38013,4,2
38015,5,5
38017,4,3
38019,4,4
38021,4,4
38023,4,3
38025,5,4
38027,4,3
38029,3,3
38031,4,4
38033,4,1
38035,4,4
38037,3,3
38039,4,3
38041,4,4
38043,4,4
38045,4,4
38047,4,4
38049,4,2
38051,4,4
38053,5,3
38055,4,3
38057,4,4
38059,4,4
38061,5,2
38063,4,3
38065,4,2
38067,4,4
38069,4,3
38071,4,3
38073,4,4
38075,5,2
38077,4,3
38079,4,3
38081,4,4
38083,3,3
38085,3,2
38087,4,4
38089,5,5
38091,3,2
38093,4,3
38095,4,3
38097,4,4
38099,4,3
38101,5,4
38103,4,3
38105,5,4
39001,3,2
39003,4,3
39005,4,3
39007,4,2
39009,4,2
39011,4,3
39013,4,3
39015,4,2
39017,5,4
39019,4,2
39021,4,2
39023,4,3
39025,5,4
39027,4,2
39029,4,3
39031,3,3
39033,4,3
39035,4,3
39037,4,2
39039,4,2
39041,5,4
39043,4,2
39045,5,4
39047,4,3
39049,5,4
39051,4,2
39053,3,2
39055,5,3
39057,5,4
39059,4,2
39061,5,4
39063,4,3
39065,4,2
39067,4,2
39069,4,2
39071,3,2
39073,4,2
39075,3,1
39077,4,3
39079,3,2
39081,4,3
39083,4,2
39085,5,4
39087,4,3
39089,5,3
39091,4,2
39093,4,3
39095,4,3
39097,4,3
39099,4,3
39101,4,3
39103,5,4
39105,3,2
39107,4,2
39109,4,3
39111,3,1
39113,4,4
39115,3,2
39117,4,2
39119,4,3
39121,3,2
39123,5,3
39125,4,1
39127,3,2
39129,4,3
39131,4,2
39133,5,4
39135,4,3
39137,4,2
39139,4,3
39141,4,3
39143,4,3
39145,4,3
39147,4,3
39149,4,3
39151,4,3
39153,5,4
39155,4,3
39157,4,3
39159,5,3
39161,4,2
39163,3,2
39165,5,4
39167,4,3
39169,4,2
39171,4,2
39173,5,3
39175,3,2
40001,2,1
40003,4,1
40005,3,2
40007,4,2
40009,3,2
40011,3,1
40013,3,2
40015,3,1
40017,5,4
40019,4,2
40021,3,2
40023,2,1
40025,4,2
40027,5,4
40029,2,2
40031,4,3
40033,4,2
40035,3,2
40037,4,2
40039,4,2
40041,4,2
40043,3,1
40045,3,0
40047,4,3
40049,3,2
40051,4,2
40053,4,1
40055,3,2
40057,3,1
40059,4,1
40061,3,2
40063,2,2
40065,4,2
40067,3,1
40069,3,2
40071,3,2
40073,4,1
40075,3,1
40077,2,2
40079,3,2
40081,3,1
40083,4,3
40085,4,2
40087,4,1
40089,3,1
40091,3,2
40093,3,1
40095,3,2
40097,3,1
40099,4,2
40101,3,2
40103,3,2
40105,2,2
40107,3,2
40109,4,4
40111,3,2
40113,3,2
40115,3,2
40117,3,1
40119,4,3
40121,3,2
40123,3,2
40125,4,2
40127,2,1
40129,4,0
40131,4,3
40133,3,2
40135,2,2
40137,3,2
40139,4,2
40141,3,1
40143,4,4
40145,4,3
40147,4,3
40149,3,1
40151,4,2
40153,4,2
41001,4,1
41003,5,4
41005,5,4
41007,5,3
41009,4,2
41011,4,3
41013,4,1
41015,5,4
41017,5,4
41019,4,3
41021,4,1
41023,4,1
41025,4,1
41027,5,2
41029,4,3
41031,4,2
41033,4,3
41035,4,3
41037,3,2
41039,4,3
41041,5,3
41043,4,3
41045,4,1
41047,4,3
41049,4,1
41051,5,4
41053,5,3
41055,3,1
41057,5,4
41059,4,2
41061,4,2
41063,4,1
41065,4,3
41067,5,5
41069,3,0
41071,5,4
42001,4,3
42003,5,4
42005,4,2
42007,4,3
42009,4,2
42011,4,3
42013,4,2
42015,4,2
42017,5,5
42019,4,3
42021,4,2
42023,4,2
42025,5,1
42027,4,3
42029,5,5
42031,4,2
42033,3,2
42035,4,3
42037,3,2
42039,4,2
42041,5,4
42043,5,4
42045,5,5
42047,4,2
42049,4,3
42051,4,2
42053,3,2
42055,4,3
42057,4,1
42059,4,2
42061,4,2
42063,3,3
42065,4,2
42067,4,1
42069,4,3
42071,4,3
42073,4,3
42075,4,4
42077,5,3
42079,4,2
42081,4,3
42083,4,2
42085,4,3
42087,3,2
42089,5,2
42091,5,5
42093,4,3
42095,5,4
42097,3,2
42099,4,1
42101,5,4
42103,5,2
42105,4,3
42107,4,2
42109,3,2
42111,4,3
42113,5,1
42115,4,2
42117,4,1
42119,4,2
42121,4,3
42123,3,2
42125,4,3
42127,5,2
42129,4,3
42131,5,1
42133,4,3
44001,5,4
44003,5,5
44005,5,4
44007,5,4
44009,5,5
45001,4,3
45003,4,3
45005,2,2
45007,4,3
45009,2,1
45011,3,1
45013,5,5
45015,4,4
45017,3,1
45019,5,4
45021,3,3
45023,3,1
45025,3,1
45027,4,2
45029,4,1
45031,3,2
45033,3,2
45035,5,4
45037,3,2
45039,3,1
45041,4,3
45043,5,4
45045,5,4
45047,4,2
45049,3,1
45051,5,5
45053,4,2
45055,4,2
45057,4,4
45059,4,2
45061,3,2
45063,4,3
45065,4,4
45067,3,2
45069,3,1
45071,3,2
45073,4,2
45075,3,2
45077,4,3
45079,4,4
45081,3,1
45083,4,3
45085,4,3
45087,3,2
45089,3,2
45091,5,4
46003,4,4
46005,4,3
46007,4,3
46009,4,2
46011,5,4
46013,4,4
46015,4,3
46017,3,3
46019,4,2
46021,4,4
46023,4,2
46025,4,2
46027,4,3
46029,4,3
46031,3,2
46033,4,3
46035,4,3
46037,4,3
46039,4,3
46041,3,1
46043,4,3
46045,4,4
46047,4,3
46049,4,3
46051,4,3
46053,3,3
46055,4,4
46057,4,2
46059,4,3
46061,4,1
46063,5,1
46065,4,3
46067,4,2
46069,4,4
46071,3,3
46073,4,3
46075,4,3
46077,4,2
46079,4,3
46081,5,4
46083,5,5
46085,3,2
46087,4,2
46089,4,3
46091,4,4
46093,4,4
46095,3,3
46097,4,3
46099,5,4
46101,3,2
46103,5,4
46105,5,1
46107,5,4
46109,4,2
46111,4,1
46113,3,3
46115,4,3
46117,4,3
46119,5,5
46121,3,2
46123,4,3
46125,4,2
46127,4,3
46129,4,4
46135,4,3
46137,3,1
47001,4,3
47003,3,2
47005,2,2
47007,3,1
47009,4,4
47011,4,4
47013,3,3
47015,3,1
47017,3,3
47019,4,3
47021,4,3
47023,3,2
47025,3,2
47027,3,2
47029,3,2
47031,3,3
47033,3,2
47035,4,2
47037,5,4
47039,3,2
47041,4,2
47043,4,3
47045,3,2
47047,4,3
47049,3,2
47051,3,3
47053,3,2
47055,3,2
47057,4,2
47059,3,2
47061,3,2
47063,3,3
47065,5,4
47067,2,1
47069,3,2
47071,4,3
47073,3,3
47075,3,2
47077,3,3
47079,4,3
47081,3,2
47083,4,1
47085,3,2
47087,3,2
47089,3,3
47091,3,2
47093,4,4
47095,3,2
47097,3,2
47099,3,2
47101,3,2
47103,3,2
47105,4,4
47107,3,2
47109,3,2
47111,4,1
47113,4,3
47115,4,3
47117,4,2
47119,4,4
47121,2,2
47123,3,2
47125,4,3
47127,2,2
47129,3,3
47131,3,2
47133,3,2
47135,3,1
47137,3,2
47139,3,3
47141,4,3
47143,3,2
47145,4,3
47147,4,3
47149,5,4
47151,3,3
47153,3,1
47155,5,4
47157,4,3
47159,3,2
47161,4,3
47163,4,4
47165,5,4
47167,4,3
47169,3,2
47171,4,2
47173,3,2
47175,4,2
47177,4,2
47179,4,3
47181,3,1
47183,3,2
47185,4,2
47187,5,5
47189,5,4
48001,4,2
48003,4,3
48005,4,2
48007,4,3
48009,4,2
48011,5,1
48013,3,2
48015,3,2
48017,3,1
48019,3,2
48021,4,3
48023,4,3
48025,3,2
48027,5,3
48029,5,4
48031,3,2
48033,4,1
48035,3,1
48037,3,2
48039,4,3
48041,4,3
48043,4,2
48045,4,1
48047,3,2
48049,4,2
48051,2,1
48053,3,2
48055,4,3
48057,3,2
48059,3,1
48061,3,2
48063,3,2
48065,4,1
48067,3,1
48069,3,1
48071,3,2
48073,3,2
48075,3,2
48077,4,1
48079,3,1
48081,4,1
48083,4,1
48085,5,5
48087,4,2
48089,3,2
48091,5,4
48093,4,1
48095,5,1
48097,4,2
48099,4,3
48101,3,1
48103,3,0
48105,3,1
48107,3,1
48109,3,1
48111,4,1
48113,4,4
48115,3,1
48117,3,1
48119,4,1
48121,5,5
48123,3,2
48125,3,1
48127,3,2
48129,4,1
48131,3,2
48133,3,2
48135,4,3
48137,5,1
48139,4,3
48141,4,3
48143,4,1
48145,3,1
48147,4,2
48149,4,2
48151,3,1
48153,3,2
48155,4,4
48157,5,5
48159,4,2
48161,3,2
48163,3,2
48165,3,2
48167,5,4
48169,4,2
48171,5,3
48173,4,1
48175,2,1
48177,3,2
48179,4,2
48181,4,3
48183,4,3
48185,3,1
48187,4,4
48189,3,3
48191,3,1
48193,4,1
48195,4,2
48197,3,2
48199,4,3
48201,4,4
48203,3,2
48205,4,1
48207,4,3
48209,5,4
48211,4,1
48213,4,2
48215,3,2
48217,3,1
48219,3,2
48221,4,4
48223,3,3
48225,3,1
48227,4,3
48229,2,1
48231,3,2
48233,4,2
48235,4,1
48237,4,2
48239,4,2
48241,3,2
48243,3,2
48245,4,3
48247,3,2
48249,3,2
48251,4,3
48253,3,1
48255,3,2
48257,4,3
48259,5,3
48261,3,1
48263,4,1
48265,4,2
48267,3,1
48269,4,1
48271,4,1
48273,4,2
48275,4,3
48277,4,3
48279,3,1
48281,4,2
48283,4,3
48285,3,2
48287,3,2
48289,4,2
48291,3,2
48293,3,2
48295,5,1
48297,4,2
48299,4,2
48301,4,0
48303,4,3
48305,3,1
48307,3,1
48309,4,3
48311,5,3
48313,3,2
48315,3,1
48317,4,1
48319,4,3
48321,4,2
48323,3,2
48325,3,2
48327,3,1
48329,5,4
48331,3,2
48333,5,1
48335,3,1
48337,3,1
48339,5,4
48341,3,2
48343,3,2
48345,4,1
48347,3,3
48349,3,1
48351,2,1
48353,4,3
48355,4,3
48357,4,2
48359,5,1
48361,4,3
48363,4,2
48365,3,1
48367,4,3
48369,3,1
48371,3,2
48373,3,2
48375,3,3
48377,3,2
48379,3,2
48381,5,4
48383,3,1
48385,5,1
48387,3,2
48389,4,2
48391,3,2
48393,4,1
48395,3,1
48397,5,4
48399,4,1
48401,3,2
48403,4,1
48405,3,2
48407,4,2
48409,4,3
48411,4,1
48413,4,1
48415,4,3
48417,3,1
48419,3,2
48421,3,1
48423,4,3
48425,3,2
48427,3,2
48429,4,3
48431,3,1
48433,4,3
48435,4,1
48437,3,2
48439,5,4
48441,4,3
48443,4,1
48445,3,1
48447,3,1
48449,3,2
48451,4,4
48453,5,5
48455,4,1
48457,2,1
48459,3,1
48461,3,1
48463,4,2
48465,3,3
48467,3,2
48469,4,3
48471,3,2
48473,4,2
48475,4,2
48477,3,2
48479,4,3
48481,3,2
48483,3,1
48485,4,3
48487,4,2
48489,3,2
48491,5,5
48493,2,1
48495,4,2
48497,4,1
48499,4,2
48501,3,1
48503,4,2
48505,3,2
48507,2,1
49001,4,1
49003,5,3
49005,5,3
49007,4,2
49009,5,0
49011,5,3
49013,4,1
49015,4,3
49017,3,1
49019,5,2
49021,5,2
49023,4,1
49025,2,1
49027,4,1
49029,5,2
49031,2,1
49033,5,2
49035,5,4
49037,3,1
49039,4,2
49041,4,1
49043,5,5
49045,5,3
49047,4,1
49049,5,3
49051,5,3
49053,5,3
49055,2,1
49057,4,3
50001,5,3
50003,5,4
50005,4,3
50007,5,4
50009,4,2
50011,5,3
50013,5,3
50015,5,2
50017,4,2
50019,4,2
50021,5,4
50023,5,3
50025,5,3
50027,5,4
51001,3,1
51003,5,3
51005,4,2
51007,4,1
51009,3,2
51011,3,2
51013,5,5
51015,3,2
51017,4,1
51019,3,2
51021,3,1
51023,4,2
51025,2,1
51027,2,2
51029,3,1
51031,4,2
51033,3,3
51035,3,1
51036,2,1
51037,2,2
51041,5,5
51043,3,3
51045,4,1
51047,4,4
51049,2,1
51051,3,2
51053,3,2
51057,3,2
51059,5,5
51061,4,4
51063,4,1
51065,5,2
51067,4,1
51069,4,3
51071,4,2
51073,4,4
51075,4,3
51077,3,1
51079,5,2
51081,2,2
51083,3,2
51085,4,4
51087,5,5
51089,4,2
51091,4,1
51093,4,3
51095,5,5
51097,2,2
51099,4,3
51101,3,2
51103,3,2
51105,2,2
51107,5,5
51109,3,2
51111,3,1
51113,3,3
51115,3,2
51117,3,1
51119,4,3
51121,4,3
51125,4,2
51127,4,3
51131,3,1
51133,3,2
51135,3,1
51137,4,3
51139,4,2
51141,4,1
51143,3,2
51145,4,3
51147,3,1
51149,4,4
51153,5,5
51155,3,2
51157,4,3
51159,3,2
51161,4,4
51163,3,1
51165,3,3
51167,3,1
51169,5,3
51171,4,1
51173,4,2
51175,3,2
51177,5,4
51179,5,5
51181,1,1
51183,2,2
51185,3,2
51187,4,3
51191,4,3
51193,4,2
51195,4,3
51197,4,1
51199,5,4
51510,5,5
51515,2,2
51520,4,4
51530,3,2
51540,5,4
51550,5,5
51570,4,3
51580,4,2
51590,3,3
51595,2,2
51600,5,5
51610,5,5
51620,3,3
51630,5,5
51640,3,2
51650,5,4
51660,4,4
51670,4,3
51678,5,3
51680,4,3
51683,5,5
51685,5,5
51690,3,2
51700,5,5
51710,4,4
51720,4,3
51730,4,3
51735,5,5
51740,4,4
51750,5,3
51760,5,4
51770,4,3
51775,4,3
51790,4,3
51800,4,3
51810,5,5
51820,4,3
51830,5,4
51840,4,4
53001,3,1
53003,4,3
53005,5,4
53007,5,4
53009,4,1
53011,5,4
53013,4,1
53015,4,3
53017,4,3
53019,4,2
53021,4,3
53023,4,1
53025,4,3
53027,5,3
53029,5,3
53031,5,1
53033,5,4
53035,5,3
53037,5,3
53039,4,2
53041,4,2
53043,4,2
53045,5,3
53047,3,1
53049,5,3
53051,2,1
53053,5,4
53055,5,2
53057,5,3
53059,4,1
53061,5,4
53063,5,3
53065,4,1
53067,5,4
53069,4,1
53071,4,3
53073,5,4
53075,4,3
53077,4,3
54001,3,1
54003,5,3
54005,4,2
54007,3,1
54009,4,3
54011,4,3
54013,3,1
54015,4,1
54017,3,1
54019,4,3
54021,3,2
54023,4,1
54025,3,2
54027,3,1
54029,4,3
54031,5,2
54033,4,3
54035,4,2
54037,5,3
54039,4,4
54041,4,2
54043,4,2
54045,4,3
54047,4,1
54049,4,3
54051,4,3
54053,3,2
54055,4,2
54057,4,2
54059,4,2
54061,5,4
54063,3,2
54065,4,2
54067,4,1
54069,5,4
54071,4,1
54073,4,2
54075,5,1
54077,4,2
54079,4,3
54081,4,3
54083,4,3
54085,2,1
54087,3,2
54089,3,2
54091,3,2
54093,4,2
54095,4,2
54097,4,3
54099,4,3
54101,3,1
54103,4,3
54105,3,2
54107,4,4
54109,4,2
55001,5,3
55003,4,3
55005,4,3
55007,5,4
55009,5,4
55011,4,2
55013,4,2
55015,5,3
55017,4,3
55019,3,2
55021,4,3
55023,4,2
55025,5,4
55027,4,3
55029,5,3
55031,4,3
55033,4,3
55035,4,4
55037,5,3
55039,4,3
55041,4,2
55043,4,2
55045,4,2
55047,4,3
55049,4,2
55051,4,2
55053,4,2
55055,4,3
55057,4,2
55059,5,4
55061,4,2
55063,5,3
55065,3,1
55067,4,2
55069,3,2
55071,4,3
55073,4,3
55075,4,2
55077,4,2
55078,4,2
55079,4,3
55081,4,2
55083,4,2
55085,5,3
55087,5,4
55089,4,4
55091,4,2
55093,4,2
55095,4,2
55097,4,4
55099,4,1
55101,5,4
55103,4,2
55105,4,4
55107,4,2
55109,4,2
55111,4,3
55113,5,2
55115,4,2
55117,4,3
55119,4,1
55121,4,2
55123,4,1
55125,5,2
55127,5,4
55129,4,2
55131,4,4
55133,5,4
55135,4,2
55137,4,2
55139,4,4
55141,4,3
56001,5,3
56003,4,3
56005,5,4
56007,4,2
56009,4,2
56011,3,1
56013,4,2
56015,4,1
56017,4,2
56019,4,2
56021,4,4
56023,5,4
56025,4,4
56027,4,1
56029,4,3
56031,3,1
56033,4,3
56035,4,1
56037,4,2
56039,5,5
56041,5,3
56043,4,3
56045,3,1
60010,1,0
60020,0,0
60030,0,0
60040,0,0
60050,1,0
66010,5,4
69085,0,0
69100,2,0
69110,2,0
69120,2,0
72001,2,1
72003,3,1
72005,3,1
72007,3,1
72009,3,1
72011,3,1
72013,3,1
72015,3,1
72017,3,2
72019,2,1
72021,3,1
72023,3,1
72025,3,1
72027,3,1
72029,4,1
72031,3,2
72033,2,1
72035,3,1
72037,3,1
72039,2,1
72041,3,1
72043,2,1
72045,2,1
72047,2,1
72049,3,1
72051,3,2
72053,3,2
72054,3,1
72055,3,1
72057,3,1
72059,3,1
72061,4,2
72063,3,2
72065,3,1
72067,3,1
72069,3,2
72071,3,1
72073,3,1
72075,3,1
72077,3,1
72079,3,1
72081,2,1
72083,3,1
72085,3,1
72087,2,1
72089,3,2
72091,3,1
72093,2,1
72095,3,1
72097,3,1
72099,3,1
72101,2,1
72103,3,1
72105,2,1
72107,2,1
72109,3,1
72111,3,1
72113,3,1
72115,3,1
72117,3,1
72119,3,1
72121,4,1
72123,2,1
72125,3,1
72127,3,2
72129,3,1
72131,2,1
72133,3,1
72135,3,1
72137,3,1
72139,3,2
72141,2,1
72143,3,1
72145,3,2
72147,3,1
72149,2,1
72151,2,1
72153,4,1
78010,3,1
78020,5,2
78030,2,1
