,state,statename,county_fips,Year,BSC,colleges,Rural_Pct,Population,Income,HomePrice,Families,PctBachelors,EmploymentRate,InformationJobs,AgJobs,PublicTrans,BornInState,HighSchoolGrads,MobileHomes,AptBuildings,NoEnglish,InformationJobsPer,ArmedForcesPer,Unemployed,TotalHouseholds,SameHouseResidence,TractArea,PopDensity
16,1,Alabama,01033,2011,3,0,43.89468656,54478.0,21072.0,97300.0,4175.0,11.0,22318.0,1.5,1.8,0.3,77.3,80.8,10.8,1.1,0.0,1.5,0.2,4.7,22322.0,46671.0,592.62,91.92737335898215
17,1,Alabama,01035,2011,2,0,80.94950106,13286.0,16009.0,76700.0,600.0,6.3,4029.0,1.9,4.6,0.0,81.2,72.7,23.3,1.2,0.0,1.9,0.0,9.5,4712.0,12628.0,850.1569999999999,15.627701706861204
18,1,Alabama,01037,2011,2,0,100.0,11303.0,20061.0,79200.0,574.0,5.0,4424.0,0.0,3.7,0.5,83.9,76.2,31.8,0.3,0.0,0.0,0.0,7.7,4667.0,9786.0,650.9259999999999,17.364493045292402
19,1,Alabama,01039,2011,3,0,69.65179399,37736.0,18206.0,86100.0,2498.0,8.0,15322.0,0.9,7.1,0.1,77.2,76.6,19.1,0.9,0.0,0.9,0.1,5.3,14742.0,32803.0,1030.4569999999999,36.62064501478471
20,1,Alabama,01041,2011,3,0,100.0,13938.0,20096.0,75400.0,950.0,6.9,5886.0,1.5,8.1,0.0,81.3,76.1,25.8,0.1,0.0,1.5,0.1,5.5,5650.0,12059.0,608.84,22.892714013533933
21,1,Alabama,01043,2011,3,0,73.23955924,80246.0,20746.0,102300.0,6806.0,8.8,33204.0,1.3,4.0,0.1,75.3,76.6,20.1,1.6,0.0,1.3,0.1,5.1,31364.0,67654.0,734.898,109.19338466018414
22,1,Alabama,01045,2011,3,0,50.88853953,49920.0,23712.0,96800.0,3829.0,11.6,19746.0,1.2,2.0,0.4,54.6,83.1,20.2,0.9,0.1,1.2,7.1,4.7,19454.0,37521.0,561.15,88.96017107725207
23,1,Alabama,01047,2011,3,2,45.63897764,43868.0,16527.0,70200.0,2053.0,8.0,14867.0,1.2,2.2,0.1,87.5,76.2,20.1,1.2,0.0,1.2,0.1,9.2,16913.0,37142.0,978.695,44.82295301396247
24,1,Alabama,01049,2011,3,0,90.13064449999999,70608.0,19689.0,87400.0,6432.0,6.0,28745.0,1.0,3.9,0.1,66.7,70.3,23.7,0.8,0.1,1.0,0.0,5.8,26196.0,61535.0,777.0939999999999,90.86159460760217
25,1,Alabama,01051,2011,4,0,54.18836614,78641.0,25119.0,143200.0,6688.0,14.1,33540.0,1.0,0.8,0.2,72.2,84.9,18.0,0.6,0.0,1.0,0.8,5.2,28085.0,65428.0,618.488,127.15040550503808
26,1,Alabama,01053,2011,3,0,63.51157389,38081.0,18874.0,84500.0,2200.0,8.0,13097.0,2.0,3.3,0.4,70.9,73.7,21.8,1.1,0.0,2.0,0.5,5.7,13860.0,33792.0,945.08,40.293943369873446
27,1,Alabama,01055,2011,3,0,37.48348176,104216.0,20708.0,102000.0,7659.0,9.3,40621.0,1.2,0.8,0.2,79.3,81.7,11.5,1.9,0.1,1.2,0.2,5.6,41160.0,87004.0,535.284,194.69291067919087
28,1,Alabama,01057,2011,3,0,80.23316513,17361.0,18368.0,72200.0,1192.0,6.5,6723.0,0.8,7.5,0.2,83.1,74.6,19.5,0.9,0.0,0.8,0.0,3.6,7240.0,15108.0,627.684,27.658821954996466
29,1,Alabama,01059,2011,2,0,70.36651527,31532.0,19538.0,81400.0,2672.0,7.5,13280.0,0.8,3.2,0.2,71.1,71.6,16.7,1.8,0.0,0.8,0.0,4.8,12376.0,26736.0,633.817,49.74937560841694
30,1,Alabama,01061,2011,3,0,89.64165733,26646.0,18479.0,82000.0,1746.0,6.7,11233.0,0.3,4.8,0.0,71.6,74.6,24.2,0.7,0.0,0.3,0.4,5.0,10892.0,22120.0,574.408,46.38862968482333
31,1,Alabama,01063,2011,2,0,100.0,9170.0,15746.0,77100.0,323.0,6.1,2925.0,0.6,2.8,3.2,89.3,73.0,29.7,2.0,0.0,0.6,0.0,11.0,3357.0,8248.0,647.105,14.170806901507483
32,1,Alabama,01065,2011,2,0,89.16878173,15972.0,16439.0,73500.0,810.0,6.8,5734.0,0.4,9.9,0.2,86.2,71.0,34.0,1.3,0.1,0.4,0.0,8.5,5858.0,13981.0,643.943,24.803437571337838
33,1,Alabama,01067,2011,3,0,87.75286094,17240.0,20839.0,95100.0,1172.0,9.3,6681.0,0.9,3.9,0.5,71.9,76.4,23.4,0.2,0.0,0.9,0.3,7.2,6783.0,15824.0,561.75,30.68980863373387
34,1,Alabama,01069,2011,4,0,33.80405133,100310.0,21997.0,120500.0,6874.0,11.9,44251.0,1.8,1.3,0.3,67.1,82.9,15.3,1.3,0.0,1.8,0.4,4.5,38500.0,84898.0,579.826,173.00017591484342
35,1,Alabama,01071,2011,3,0,77.01730325,53357.0,20734.0,88900.0,4340.0,8.2,21999.0,0.6,3.1,0.2,67.1,74.4,23.7,0.4,0.0,0.6,0.0,4.9,21629.0,47349.0,1077.867,49.50239686343492
36,1,Alabama,01073,2011,4,7,9.83367554,657486.0,24932.0,141700.0,44024.0,18.0,297766.0,2.7,0.6,1.0,75.7,86.7,3.4,6.4,0.1,2.7,0.1,5.9,259394.0,537456.0,1111.279,591.6480019868998
37,1,Alabama,01075,2011,3,0,100.0,14644.0,19357.0,70000.0,1157.0,6.4,5783.0,1.0,1.9,0.4,65.0,76.3,18.5,0.5,0.0,1.0,0.2,5.4,6016.0,12624.0,604.846,24.211121508615417
38,1,Alabama,01077,2011,3,2,49.29510619,92269.0,21010.0,108100.0,6860.0,13.6,39302.0,1.4,1.8,0.1,70.4,82.9,9.5,2.5,0.0,1.4,0.0,4.8,38315.0,77941.0,667.7,138.18930657480902
39,1,Alabama,01079,2011,2,0,91.28978712,34250.0,20053.0,95000.0,2863.0,8.6,14002.0,1.0,2.7,0.0,81.1,77.7,23.8,0.5,0.0,1.0,0.2,6.3,13531.0,30630.0,690.677,49.58902641900628
40,1,Alabama,01081,2011,4,1,27.40871723,137855.0,21179.0,144100.0,10559.0,17.8,62255.0,2.1,1.2,0.9,52.9,85.5,22.7,5.3,0.1,2.1,0.8,5.7,55176.0,103612.0,607.552,226.90238860212787
41,1,Alabama,01083,2011,3,1,57.60914208,80966.0,24743.0,128700.0,6743.0,14.2,34539.0,1.4,1.6,0.5,67.8,80.4,15.7,1.8,0.0,1.4,0.3,4.5,30821.0,69951.0,559.939,144.59789369913508
42,1,Alabama,01085,2011,2,0,100.0,11538.0,15434.0,64900.0,549.0,9.4,3906.0,0.8,4.3,1.2,88.1,74.3,32.7,0.0,0.0,0.8,0.4,8.1,4215.0,10127.0,715.9110000000001,16.116528451162225
43,1,Alabama,01087,2011,2,1,55.54726832,21489.0,15967.0,77900.0,799.0,11.1,8109.0,0.7,1.4,0.0,75.6,78.9,21.5,1.0,0.0,0.7,0.3,7.1,8031.0,17764.0,608.885,35.29237869219968
44,1,Alabama,01089,2011,4,6,16.44151477,329299.0,28375.0,160400.0,26218.0,23.5,157335.0,2.6,0.6,0.4,54.2,88.9,5.7,4.2,0.0,2.6,0.7,5.9,128869.0,272659.0,801.5930000000001,410.8057330839965
45,1,Alabama,01091,2011,2,0,69.31564179,21130.0,18850.0,88500.0,1575.0,12.2,7660.0,0.2,3.9,0.1,83.4,80.9,26.9,0.1,0.0,0.2,0.2,5.5,8359.0,18562.0,976.882,21.630043341979892
46,1,Alabama,01093,2011,3,0,88.85495191,30771.0,18034.0,75900.0,2337.0,5.1,11880.0,2.1,5.0,0.6,73.8,69.2,23.1,0.8,0.0,2.1,0.1,4.8,12806.0,26170.0,742.2919999999999,41.454036955807155
47,1,Alabama,01095,2011,3,0,53.26868704,92052.0,20399.0,107000.0,7269.0,9.7,38481.0,2.1,2.4,0.2,67.1,74.5,16.6,0.8,0.2,2.1,0.1,4.7,34587.0,77816.0,565.842,162.6814552472245
48,1,Alabama,01097,2011,3,5,20.0199032,410520.0,22072.0,124100.0,27976.0,13.2,173345.0,1.5,1.4,0.5,72.9,82.9,8.6,3.8,0.1,1.5,0.3,6.3,155638.0,347637.0,1229.396,333.92007131957484
49,1,Alabama,01099,2011,3,0,79.04456390000001,23159.0,17393.0,77900.0,1330.0,7.7,8243.0,0.9,4.8,0.0,83.0,75.4,24.9,0.3,0.0,0.9,0.0,6.9,8943.0,20460.0,1025.6889999999999,22.578968868731167
50,1,Alabama,01101,2011,4,6,10.49123006,228939.0,23475.0,124000.0,13700.0,19.0,101275.0,1.4,0.6,0.8,71.6,84.6,3.9,3.7,0.2,1.4,1.2,5.3,88091.0,179426.0,784.316,291.89637850050235
51,1,Alabama,01103,2011,3,0,38.59737217,118521.0,22971.0,117300.0,9494.0,13.0,53277.0,1.6,1.5,0.2,68.1,81.9,11.3,2.4,0.0,1.6,0.2,6.0,46129.0,100932.0,579.36,204.57228666114332
52,1,Alabama,01105,2011,2,1,100.0,10620.0,13068.0,62200.0,487.0,7.4,3225.0,0.0,8.3,0.2,86.9,71.7,20.0,1.5,0.0,0.0,0.6,6.9,3690.0,9483.0,719.664,14.756886547055293
53,1,Alabama,01107,2011,3,0,100.0,19765.0,17045.0,81200.0,1210.0,7.7,7050.0,0.7,6.3,0.5,80.1,77.0,24.7,0.5,0.0,0.7,0.0,7.3,7852.0,18033.0,881.43,22.423788616225906
54,1,Alabama,01109,2011,3,1,51.67938235,32471.0,18456.0,102800.0,1907.0,14.8,14136.0,1.5,3.2,0.1,75.2,79.9,25.3,0.8,0.0,1.5,0.3,5.7,12967.0,25290.0,672.1039999999999,48.31246354730816
55,1,Alabama,01111,2011,3,0,81.34246934,22838.0,18915.0,91200.0,1533.0,7.6,9121.0,1.8,3.4,0.3,61.8,71.2,24.3,0.8,0.0,1.8,0.1,5.9,8949.0,19439.0,580.549,39.33862602467664
56,1,Alabama,01113,2011,3,0,35.4089939,52490.0,20054.0,96200.0,3116.0,8.9,21055.0,1.9,1.7,0.3,37.7,77.4,18.6,1.1,0.0,1.9,2.4,7.3,20453.0,41118.0,641.155,81.86787906200529
57,1,Alabama,01115,2011,4,0,72.79676528,82363.0,24370.0,129700.0,7003.0,9.9,35417.0,2.2,1.4,0.1,78.0,79.9,28.0,0.7,0.0,2.2,0.4,5.9,30588.0,69474.0,631.905,130.34079489796727
58,1,Alabama,01117,2011,4,3,22.94487018,191705.0,34026.0,198900.0,20615.0,27.5,96110.0,3.6,1.2,0.2,62.6,91.4,10.4,2.9,0.0,3.6,0.1,4.5,72694.0,161708.0,785.3689999999999,244.0954506735051
59,1,Alabama,01119,2011,2,1,100.0,13758.0,12712.0,75300.0,567.0,7.8,4923.0,1.0,4.4,0.6,71.8,75.4,29.0,1.7,0.1,1.0,0.0,10.1,5036.0,11824.0,903.8889999999999,15.22089548606079
60,1,Alabama,01121,2011,3,1,55.81533825,82265.0,18779.0,89100.0,5726.0,7.9,31603.0,1.5,2.3,0.7,81.6,76.6,26.0,0.9,0.0,1.5,0.2,7.6,31597.0,68635.0,736.7769999999999,111.65522267931817
61,1,Alabama,01123,2011,3,0,74.22625913,41614.0,20264.0,96600.0,2756.0,11.5,17690.0,0.8,1.5,0.8,80.3,77.6,17.9,1.2,0.0,0.8,0.0,6.1,16404.0,35097.0,716.5210000000001,58.07785117254065
62,1,Alabama,01125,2011,4,3,25.50807578,191489.0,21166.0,150600.0,12145.0,15.5,85727.0,1.6,2.4,0.6,74.4,85.3,11.6,5.2,0.1,1.6,0.1,4.3,68711.0,152101.0,1321.674,144.88368538686544
63,1,Alabama,01127,2011,3,0,74.08799964,67308.0,19811.0,83600.0,4947.0,6.2,24776.0,1.3,6.1,0.3,82.3,76.0,26.6,0.4,0.0,1.3,0.1,6.8,25779.0,58185.0,791.194,85.07142369633743
64,1,Alabama,01129,2011,2,0,100.0,17487.0,19728.0,85600.0,1331.0,7.0,6338.0,1.1,5.6,0.0,77.1,80.7,24.6,0.2,0.0,1.1,0.0,8.7,6489.0,15930.0,1080.2069999999999,16.18856385859377
65,1,Alabama,01131,2011,2,0,100.0,11862.0,12798.0,54500.0,295.0,9.6,2636.0,2.5,3.0,0.9,90.4,72.4,37.5,0.2,0.0,2.5,0.2,9.5,3732.0,10983.0,888.498,13.35062093555641
66,1,Alabama,01133,2011,2,0,84.89217448,24593.0,16928.0,83500.0,1743.0,6.2,9483.0,0.2,3.5,0.3,77.3,70.9,29.0,0.3,0.0,0.2,0.0,4.6,9568.0,20777.0,612.982,40.12026454284139
67,2,Alaska,02013,2011,5,0,100.0,3084.0,20438.0,121700.0,63.0,17.0,2562.0,0.3,3.2,0.2,17.4,80.0,8.0,0.0,11.1,0.3,0.0,5.5,336.0,1991.0,6981.835999999999,0.4417176226998171
68,2,Alaska,02016,2011,2,0,100.0,5488.0,23646.0,193800.0,242.0,8.0,4021.0,0.5,1.9,0.5,22.0,78.9,1.9,3.1,2.5,0.5,1.0,3.5,1255.0,4312.0,4390.173,1.2500646329882672
69,2,Alaska,02020,2011,4,3,4.117179415,287390.0,34340.0,276200.0,25233.0,21.0,144394.0,2.4,3.4,1.7,34.0,92.1,4.8,7.6,0.5,2.4,4.1,5.1,105123.0,220086.0,1706.704,168.38889461793025
70,2,Alaska,02050,2011,2,0,73.93757715,16973.0,14869.0,171100.0,1391.0,8.6,6100.0,1.3,1.2,0.0,88.1,79.2,2.8,2.6,30.9,1.3,0.4,10.7,4295.0,13891.0,40570.028,0.4183630339126214
71,2,Alaska,02060,2011,2,0,100.0,1035.0,41343.0,172300.0,63.0,15.1,530.0,2.5,2.3,0.0,47.1,91.2,6.1,0.0,0.6,2.5,0.0,6.6,424.0,779.0,503.849,2.0541868694787526
72,2,Alaska,02068,2011,4,0,100.0,1770.0,41406.0,179500.0,154.0,18.5,1006.0,0.2,7.2,1.3,23.6,90.8,8.8,1.4,0.0,0.2,6.4,1.9,699.0,1495.0,12747.528999999999,0.13885043917138767
73,2,Alaska,02070,2011,1,0,100.0,4845.0,17287.0,182500.0,299.0,11.2,1853.0,2.0,4.0,0.6,79.2,82.4,2.4,0.0,16.3,2.0,0.0,9.8,1369.0,4002.0,18568.985,0.26091894629674156
74,2,Alaska,02090,2011,4,2,30.87076378,96161.0,32059.0,212800.0,8772.0,16.7,45413.0,1.8,4.3,1.5,32.0,93.0,3.9,6.4,0.2,1.8,7.4,4.4,35583.0,69759.0,7343.286,13.095091216656957
75,2,Alaska,02100,2011,3,0,100.0,2519.0,28893.0,173800.0,210.0,22.3,1294.0,0.2,1.1,0.4,33.4,95.0,4.6,1.1,0.1,0.2,0.0,7.2,1176.0,2174.0,2320.096,1.085730935271644
76,2,Alaska,02105,2011,3,0,100.0,2029.0,25705.0,208200.0,129.0,17.6,978.0,0.6,9.8,1.1,51.4,90.1,6.3,0.0,1.6,0.6,0.0,9.6,966.0,1780.0,6550.75,0.30973552646643515
77,2,Alaska,02110,2011,4,1,21.54436451,31244.0,38235.0,299100.0,2582.0,22.8,17352.0,1.0,5.0,5.4,38.8,95.9,8.2,6.0,0.2,1.0,1.0,3.9,12379.0,24597.0,2702.013,11.563230820873178
78,2,Alaska,02122,2011,3,0,79.33754513,54718.0,26015.0,200000.0,4420.0,15.1,25057.0,2.4,12.1,1.0,34.9,92.4,6.4,1.5,0.3,2.4,0.4,5.4,22390.0,44970.0,16075.263,3.4038634391238265
79,2,Alaska,02130,2011,4,0,23.18765304,13417.0,32414.0,254900.0,1072.0,17.4,6503.0,2.5,2.5,1.8,41.4,93.0,2.7,9.5,0.0,2.5,3.7,5.4,5479.0,10602.0,4858.434,2.7615894339616425
80,2,Alaska,02150,2011,4,0,31.31989406,13488.0,26604.0,214000.0,1009.0,17.7,6218.0,0.4,5.5,0.7,34.8,91.2,8.7,4.3,0.1,0.4,9.5,5.0,4445.0,10084.0,6550.3640000000005,2.0591222106130282
81,2,Alaska,02164,2011,2,0,100.0,1540.0,18627.0,157600.0,122.0,14.1,710.0,2.1,10.8,2.2,71.0,86.5,0.7,0.0,1.9,2.1,0.0,6.9,562.0,1360.0,23450.299,0.06567080445328224
82,2,Alaska,02170,2011,4,0,50.29383673,86817.0,28264.0,216500.0,8181.0,14.3,38301.0,2.5,5.7,0.6,36.8,92.3,4.1,0.9,0.1,2.5,0.8,6.3,30609.0,71773.0,24608.08,3.5279875553070372
83,2,Alaska,02180,2011,3,0,66.05562579,9443.0,16723.0,144200.0,583.0,11.8,3611.0,0.6,2.5,0.3,80.9,83.8,2.7,0.3,6.7,0.6,0.8,11.1,2756.0,7664.0,22962.951,0.41122763359117037
84,2,Alaska,02185,2011,3,0,59.33191941,9088.0,31505.0,137500.0,465.0,9.1,4033.0,0.3,20.8,2.1,72.0,82.9,0.7,2.3,8.0,0.3,0.1,11.4,1966.0,7387.0,88839.308,0.10229705976548129
85,2,Alaska,02188,2011,3,0,57.46377775,7532.0,17325.0,131100.0,443.0,6.9,2578.0,1.8,15.9,0.7,85.5,79.5,2.4,4.7,7.7,1.8,0.0,17.2,1797.0,5909.0,35635.348,0.21136316670739402
86,2,Alaska,02195,2011,3,0,100.0,3831.0,27094.0,182200.0,358.0,15.1,2083.0,1.0,18.1,0.0,36.9,94.6,11.5,1.3,2.3,1.0,1.2,4.5,1564.0,3275.0,2917.593,1.3130686836717802
87,2,Alaska,02198,2011,2,0,100.0,5541.0,21771.0,145000.0,416.0,11.5,2480.0,1.1,14.5,0.9,50.7,88.6,17.0,0.9,0.5,1.1,0.0,7.1,2351.0,4412.0,5262.01,1.0530196635886286
88,2,Alaska,02220,2011,4,0,20.87602747,8879.0,33110.0,315200.0,920.0,21.6,4836.0,1.1,8.2,1.3,37.5,92.9,9.5,2.0,0.3,1.1,2.4,4.6,3632.0,6956.0,2870.39,3.093307878023544
89,2,Alaska,02230,2011,3,0,100.0,1105.0,31250.0,310300.0,86.0,21.1,735.0,1.5,1.0,0.8,21.0,95.0,8.2,0.8,0.0,1.5,0.0,4.6,430.0,859.0,452.32300000000004,2.442944532999648
90,2,Alaska,02240,2011,3,0,100.0,7000.0,28407.0,158900.0,521.0,14.1,3103.0,4.3,10.8,0.5,30.8,91.8,5.0,1.0,0.5,4.3,5.3,6.7,2523.0,5238.0,24767.606,0.28262723494551717
91,2,Alaska,02261,2011,4,0,100.0,9596.0,30378.0,167700.0,747.0,15.6,4564.0,5.6,6.5,0.3,42.2,91.6,16.2,5.7,0.2,5.6,0.5,6.7,3793.0,7582.0,34238.282999999996,0.28027106382641914
93,2,Alaska,02275,2011,3,0,100.0,2353.0,25557.0,168500.0,115.0,17.6,1166.0,2.1,12.2,1.3,45.9,90.4,13.8,1.6,1.3,2.1,0.0,3.6,1004.0,2014.0,2541.478,0.9258392163929807
94,2,Alaska,02282,2011,1,0,100.0,731.0,37313.0,155500.0,50.0,19.6,490.0,0.0,13.3,1.3,49.5,93.8,11.4,0.0,1.3,0.0,0.0,3.7,259.0,596.0,7649.326999999999,0.09556396268586767
95,2,Alaska,02290,2011,2,0,100.0,5613.0,16210.0,102500.0,279.0,6.3,2025.0,0.5,4.0,0.3,75.5,79.7,3.9,0.0,4.0,0.5,0.1,14.9,2041.0,4580.0,145492.71300000002,0.03857925173200942
96,4,Arizona,04001,2011,2,0,74.06107553,70906.0,15596.0,83200.0,3045.0,6.6,19203.0,0.7,3.3,0.7,69.6,73.1,20.6,0.4,11.7,0.7,0.0,8.6,18953.0,63241.0,11197.663,6.332214141468626
97,4,Arizona,04003,2011,4,0,36.30106741,130464.0,23221.0,155700.0,8992.0,13.6,48437.0,1.4,3.4,0.3,33.4,85.0,21.7,3.7,0.1,1.4,3.6,4.4,48917.0,103456.0,6165.659000000001,21.159781947071675
98,4,Arizona,04005,2011,4,1,31.46606557,132978.0,21416.0,246600.0,7775.0,18.0,65122.0,1.0,1.9,1.2,51.5,86.8,15.4,6.3,5.8,1.0,0.1,5.3,45266.0,105529.0,18618.65,7.142193445819111
99,4,Arizona,04007,2011,3,0,41.06199974,53380.0,21939.0,154200.0,2488.0,9.4,18357.0,0.6,10.8,0.3,53.7,84.1,25.0,1.1,0.8,0.6,0.0,3.4,19924.0,46312.0,4757.9529999999995,11.219110403150264
100,4,Arizona,04009,2011,3,0,46.43739925,36720.0,20124.0,121100.0,2418.0,9.0,12327.0,1.2,14.0,2.0,67.3,82.6,26.5,1.8,1.0,1.2,0.1,5.0,11100.0,30905.0,4622.532999999999,7.943696670202248
101,4,Arizona,04011,2011,3,0,46.56868555,8472.0,26552.0,73200.0,738.0,9.7,3329.0,1.3,48.5,1.3,63.0,86.4,21.5,0.7,0.0,1.3,0.0,8.8,3292.0,7130.0,1843.125,4.596541200406918
102,4,Arizona,04012,2011,2,0,56.32778564,20521.0,20459.0,95700.0,1043.0,6.0,6911.0,0.4,10.9,0.3,26.7,75.4,36.9,0.6,0.2,0.4,0.1,3.4,10374.0,17187.0,4499.635,4.560592136917772
103,4,Arizona,04013,2011,4,35,2.363799695,3798374.0,29406.0,219300.0,298888.0,18.9,1736116.0,2.0,0.6,2.4,35.3,85.8,5.3,7.5,0.4,2.0,0.2,5.4,1394016.0,2976283.0,9199.561,412.886440994304
104,4,Arizona,04015,2011,4,0,22.96364381,200690.0,21401.0,158200.0,10397.0,8.3,73759.0,2.0,0.9,0.5,19.0,83.9,27.0,2.2,0.2,2.0,0.1,6.2,80389.0,158534.0,13311.148000000001,15.076836347999436
105,4,Arizona,04017,2011,3,0,54.13824233,107418.0,19096.0,130400.0,6314.0,9.0,35757.0,1.7,2.9,1.3,65.4,80.4,22.9,1.1,7.3,1.7,0.1,7.8,34921.0,90879.0,9949.885,10.795903671248462
106,4,Arizona,04019,2011,4,8,7.523491145,974181.0,24749.0,190500.0,64242.0,17.4,420203.0,1.8,0.9,2.3,39.0,87.0,10.5,8.3,0.3,1.8,0.7,5.5,382366.0,762338.0,9187.041,106.03860372452894
107,4,Arizona,04021,2011,4,0,21.90462251,351709.0,26473.0,144500.0,26954.0,12.2,128157.0,1.8,3.6,0.2,38.3,84.5,20.7,1.3,0.2,1.8,0.2,5.3,121281.0,273250.0,5365.661999999999,65.54810944110905
108,4,Arizona,04023,2011,3,0,26.88317166,46727.0,19354.0,152700.0,3568.0,11.9,16984.0,2.2,1.7,0.2,47.6,71.2,6.4,4.8,0.1,2.2,0.0,7.6,13114.0,42030.0,1236.914,37.777080702457894
109,4,Arizona,04025,2011,4,3,33.19717769,210838.0,23200.0,216900.0,11444.0,15.0,86200.0,1.4,2.5,0.1,28.4,89.8,19.9,2.2,0.1,1.4,0.1,4.7,90309.0,170491.0,8123.559,25.953895330851907
110,4,Arizona,04027,2011,4,0,10.42957635,193995.0,21285.0,138600.0,17179.0,9.2,68215.0,1.4,8.6,1.6,34.2,71.9,30.1,2.6,0.2,1.4,2.5,6.2,69993.0,156050.0,5513.999,35.18226971024115
111,5,Arkansas,05001,2011,3,0,34.70739787,19146.0,21465.0,79000.0,971.0,8.0,8964.0,1.0,8.3,0.4,82.9,80.8,15.4,1.5,0.0,1.0,0.0,4.8,8089.0,15153.0,988.801,19.36284449550516
112,5,Arkansas,05003,2011,3,0,51.6816913,21966.0,20227.0,61800.0,1746.0,8.9,8712.0,1.9,4.8,0.6,69.4,81.6,21.5,1.5,0.0,1.9,0.0,5.5,8828.0,18800.0,925.3489999999999,23.738070717102413
113,5,Arkansas,05005,2011,4,0,65.84202539,41527.0,20244.0,121900.0,2503.0,10.4,15442.0,2.0,2.7,0.2,34.2,85.3,14.6,1.8,0.0,2.0,0.1,4.3,18581.0,34288.0,554.283,74.92021223815271
